ID,Purchase Prob
1,0.2997331426638022
2,0.5592421442293279
3,0.6757539469355242
4,0.6276509522459001
5,0.21760887249342317
6,0.2906726324838884
7,0.660453040046992
8,0.2125984274143544
9,0.24654980137212515
10,0.6522696380309492
11,0.5068856468707358
12,0.6528426471292449
13,0.43274967445333773
14,0.6074573837445124
15,0.05316988324977257
16,0.69092315324609
17,0.21367799284816041
18,0.4663228389662018
19,0.3657364563465262
20,0.0736481693456547
21,0.020396836968748153
22,0.19746232077122827
23,0.7040403732750556
24,0.7137563782798807
25,0.6112146502636682
26,0.6494445967613566
27,0.7651396483809515
28,0.6673591008082822
29,0.6904790283672452
30,0.4748528798572653
31,0.6817745030922241
32,0.4989113422263799
33,0.5599055861436637
34,0.5057173822743422
35,0.40768627074350666
36,0.7190466668379042
37,0.7334459551289406
38,0.15231696512650453
39,0.5384599655117092
40,0.5923090088765433
41,0.1488410863763899
42,0.5843646469071019
43,0.6454717908682738
44,0.05790805926794427
45,0.7502971848646276
46,0.734493365099771
47,0.6711219007991549
48,0.6725897115121054
49,0.08832307778758161
50,0.4910155622041546
51,0.6565026591848672
52,0.05214419794089078
53,0.44061379755192653
54,0.023310322424538045
55,0.5795837931741235
56,0.07067850936476414
57,0.36266319627416627
58,0.1361197859432862
59,0.6239605941837097
60,0.5469253014516278
61,0.1619559406394931
62,0.1597769838390712
63,0.5415339119209693
64,0.09698811401483413
65,0.5438512482683345
66,0.6230468111902006
67,0.4773430236980826
68,0.6457912384735415
69,0.7165641004685032
70,0.21898403317218998
71,0.05536651282259686
72,0.12453811656248676
73,0.010239237276209442
74,0.006506755451630362
75,0.7018073277601736
76,0.28278903824958157
77,0.6277893968764503
78,0.6030057153748878
79,0.7207109226179156
80,0.7428507202357332
81,0.557645267795679
82,0.5391119738213436
83,0.4686329049028145
84,0.3426600166685702
85,0.049123143214184276
86,0.053932625327686105
87,0.5575973896505957
88,0.2935962476216451
89,0.4878997690664312
90,0.6380046633506432
91,0.6638444994361516
92,0.3499333192965073
93,0.6606126588212629
94,0.6890908294467558
95,0.24461495455202975
96,0.39015313239870597
97,0.2618014236448573
98,0.2541641040093852
99,0.6930248208298718
100,0.669998021517223
101,0.30436176045858726
102,0.6897415771919009
103,0.4214017596775031
104,0.5241959075629271
105,0.412517474336096
106,0.7315493925647698
107,0.7419726420928013
108,0.6702738421283166
109,0.1751033422291759
110,0.2494672948389248
111,0.7531539898062943
112,0.7147044197408847
113,0.3181074991327253
114,0.6164439768510688
115,0.8094710088442133
116,0.6727475248179448
117,0.2406035826128422
118,0.764459215163659
119,0.41094430281022176
120,0.40972781928219515
121,0.34580899546536664
122,0.001333893232970417
123,0.2689032137031683
124,0.7010497013860566
125,0.5428697119389376
126,0.13302175589806814
127,0.7024203915879975
128,0.7127353497806517
129,0.741454295278653
130,0.6546882129858298
131,0.600477958165734
132,0.6747600376893037
133,0.497842405275124
134,0.7221003978367027
135,0.003136797536790396
136,0.4059847976637537
137,0.6364470035236675
138,0.47305893163113083
139,0.27663240922645216
140,0.7144188869963587
141,0.6550398853008412
142,0.6292716207805078
143,0.7116734109120987
144,0.3561041670366679
145,0.20803852807953446
146,0.021711813396543912
147,0.14116591880007548
148,0.4622535177838098
149,0.30058095815273345
150,0.15511462060981623
151,0.04086191087519865
152,0.25542096842063644
153,0.6576553927892962
154,0.3862818200880334
155,0.4358812204438138
156,0.6985869000443504
157,0.6741297874275645
158,0.08695264215457543
159,0.5647223458894677
160,0.7489026863457402
161,0.5775945768750584
162,0.3738524487096937
163,0.6572403456309054
164,0.5995533821999913
165,0.5951747460791593
166,0.014091787969955737
167,0.39003461700729636
168,0.3687384537466376
169,0.40929955812926017
170,0.03967281628748377
171,0.0404899188017342
172,0.7264659236187172
173,0.06998478418255266
174,0.6951135203458048
175,0.6363220763654444
176,0.4996511104640407
177,0.2250212258725774
178,0.3026424310478263
179,0.6273172067063129
180,0.5401332604476788
181,0.22022628151075002
182,0.6462670586283369
183,0.013066200527162744
184,0.7249356863430165
185,0.04501143825609014
186,0.7324294907459246
187,0.7678568046189035
188,0.632584807493836
189,0.4730609600672308
190,0.649724500482476
191,0.021715297057207837
192,0.71121256941051
193,0.5764489168630881
194,0.7449766105042772
195,0.05384354579448707
196,0.027256312390046188
197,0.45030581626190297
198,0.11430679948977439
199,0.24407015032267168
200,0.6651441972412429
201,0.41392550752685797
202,0.7523825104195779
203,0.6391572073570404
204,0.7655372798228715
205,0.001985818851319247
206,0.49805500575929146
207,0.6856398468708813
208,0.3432274509375887
209,0.35861322722620054
210,0.04921324457706464
211,0.713022453600181
212,0.5700617751428154
213,0.7350455716885255
214,0.47098455231855246
215,0.5201482413399302
216,0.04065383530775306
217,0.054850186603854996
218,0.3747067858877575
219,0.41648867548770657
220,0.6814054345626837
221,0.33535118752143694
222,0.6206888498434489
223,0.6445511591179085
224,0.6813317516345206
225,0.3463330573555791
226,0.12571925636566567
227,0.06714149718287744
228,0.7324552305688465
229,0.28435488858433877
230,0.7407599317500109
231,0.7409968998182633
232,0.6239546715156381
233,0.19704642588077972
234,0.3869148791258801
235,0.3391964814652144
236,0.15685483796828312
237,0.485507248537275
238,0.005149430941275795
239,0.6947171577224586
240,0.4038445799115432
241,0.03367199806626506
242,0.025800064965787357
243,0.7484423807600492
244,0.546204214125839
245,0.6710137030819475
246,0.5109811907904469
247,0.6797969962914309
248,0.5194293568159254
249,0.05374207491815424
250,0.4227816024017641
251,0.018052025659948897
252,0.0029073461687699562
253,0.6621081590964614
254,0.07338366998527211
255,0.41128237356011904
256,0.11882178846454926
257,0.7636156443207226
258,0.1463827328344113
259,0.3215085420093558
260,0.26351964249251464
261,0.3435587541346153
262,0.7070339947852349
263,0.20456582724459724
264,0.198344708563257
265,0.12924870560864307
266,0.727177213032266
267,0.2911442180911142
268,0.7278216980810067
269,0.05255308744017854
270,0.2869839894126961
271,0.7326920421069015
272,0.7488875463823171
273,0.08922575995644559
274,0.07144227926574094
275,0.23981044040126173
276,0.554236440548234
277,0.2469268711816322
278,0.6323616911323596
279,0.21270785574762052
280,0.7715223454857436
281,0.0023219934954533603
282,0.03477038989259827
283,0.23725482062006803
284,0.1979784034748538
285,0.6672409968853185
286,0.014546225530142886
287,0.05320907470176044
288,0.6791954518596488
289,0.21159805023750444
290,0.10960452495466913
291,0.2956682730663203
292,0.15512541026852006
293,0.09590104575778047
294,0.23518853553061161
295,0.12476852040750032
296,0.7091605450402715
297,0.526318863498984
298,0.033519934638567415
299,0.1377829713600782
300,0.010988024980492622
301,0.03895037334957778
302,0.6948262508535477
303,0.31045746313571804
304,0.17795661374622324
305,0.6648475724190819
306,0.29324535705050886
307,0.7683725758302137
308,0.615129133543796
309,0.484952745849434
310,0.7269041199207403
311,0.2782834991606698
312,0.6590608766588111
313,0.01842177414233192
314,0.6651923836540861
315,0.7418027600051027
316,0.09493679315824904
317,0.21455416666442528
318,0.18323593160882354
319,0.37328590939275935
320,0.15097493811803522
321,0.33401584247943417
322,0.26188263933555683
323,0.7559761878954767
324,0.7562765102056526
325,0.5430614572781598
326,0.7260294691818235
327,0.013113886725569958
328,0.08462059973272545
329,0.20089609809056197
330,0.41310988604834725
331,0.1278726435190994
332,0.05051509292313544
333,0.7896018215920486
334,0.7055534579502111
335,0.16992317232379028
336,0.12032128138183437
337,0.02944691037892666
338,0.26466606629212763
339,0.1785712851791131
340,0.281043224243002
341,0.14436863280633852
342,0.6449195405674301
343,0.24275790549888668
344,0.5032249351993527
345,0.23981394089708233
346,0.7363427680264424
347,0.001958924728082636
348,0.44805495284706504
349,0.6069122267515437
350,0.7343006020396697
351,0.6703176192877792
352,0.26970810387989685
353,0.2586537502446435
354,0.36385689498351287
355,0.3175363835968946
356,0.210571958108778
357,0.07847891493301658
358,0.40534773666726576
359,0.7273116786790985
360,0.7138246365228171
361,0.6349266800228105
362,0.06010911960053169
363,0.49958439175844466
364,0.3153922663865398
365,0.5984883668623133
366,0.6354643416715516
367,0.4766897846625775
368,0.6558363126307181
369,0.6868331855654508
370,0.1999467608543292
371,0.7460536097770091
372,0.23038359250120044
